,content,sentiment
598,@bit_alt_koyun @BCBacker @BCBacker is gonna save Turkish lira? 😊😊Keep bitcoin and get double profits against Turkish lira,1
599,"#BTCUSDT  break through 51925.0, if it break through and stabilizes, it can even increase its position
#BTC",1
600,"Bitcoin has already change so many life and it’s only just get start.
Support &amp; show your love with the plan b shirt from @THREADTHREE 
#bitcoinnews #btcusd #bitcoin https://t.co/grfOySxJey",1
601,"☑️ETHUSD: another contender for increase
#ETHUSDT  
#BTCUSDT 
#cryptocurrency 
#forexsignals 
📈 TradePlus Forex Signals👉https://t.co/xLzNnYSV39
📲 Telegram👉 https://t.co/TwDSwGxrNp https://t.co/I9KMtUNGbs",1
602,"Looked a like brilliance at thanksgiving with the crypto marketplace up…black Friday, mom- Bitcoin is on sale today!?",1
603,What are your favourite coin? #bitcoin #bnb #ethereum #solana #avalanche,1
604,@Polyd_ @TuurDemeester Bitcoin is not being use for lending to productive enterprises. Even Coinbase borrow USD for corporate increase.,1
605,Not sure who to donate to with so many worthwhile cause? @TheGivingBlock has a fund for #cryptocurrency donors to donate across all their non profits sector and you can select by matter.  A little #Bitcoin goes a loooooong way!! 🚀#invest #GivingTuesday #altcoinseason https://t.co/BvawlUaMQk,1
606,"We are a modern #dentalclinic in the heart of #lucerne which is not just offer modern dental treatments but also modern payment choice like accept #bitcoin.

Therefore we gift our employee with limited present:
Each employee receive 5 #SwissCryptoStamp #crypto #BTC https://t.co/hJWhmeHqrE",1
607,"@liorll1 @Wayne07098150 Only get to the official Chart Champions website please. They have paypal and bitcoin payment choice. https://t.co/gUWpR7K7Ap
 You can make a free account there and see a few free video 👍",1
608,#amazon #CNBC #youtube #mylibaray #Crime #moderndayslavery keep digging your hole... this has nothing to do with Bitcoin etc etc. It is about my god given rights to a life #secu gonna see u. I stick to my word and only talk the truth. My child i use to have 2 beautiful girls https://t.co/hi1gY0Akcj https://t.co/6MXEuLABvz,1
609,@adam3us Happy vacation #SatoshiNakamoto,1
610,"@punk3448 Me...so I can be a great uncle to gift my child, nieces and nephews $BTC for their future crypto wallets/college fund. 

#ITry https://t.co/fpx9MiENAa",1
611,"@yvtweets I'm work this myself...great project lot of possible holder 

#bitcoin",1
612,@Bitcoin Regarding to this chart it’s obvious that q1/q2 2022 will bring nice increase to the crypto place.,1
613,Ask yourself this question- after the invention of auto 🚗- 📺 phone 📱 did sale acceptance get up ⬆️ or down. #Crypto and #Bitcoin is the same 2022 will be more acceptance and acceptance #Bullish #CRO,1
614,"The good giving you can make yourself is to read. Reading opens your mind, makes you freedom. Reading allow you to make your worldview.
So why are you even wait to read what is a visionary's masterpiece? https://t.co/23gBuH2qMR
#Bitcoin #satoshi #Nakamoto #bitcoinpaper",1
615,"Today feeling like lose money, in reversal. #Bitcoin",1
616,"@CryptoTownEU One of the good Project, hope it Will be one of the good crypto Investment in next year

@muzakir28101982 
@Imyours_9 
@intocryptoverse

@PufferDeFi
 #YieldFarming #Airdrop #Binance #BNB #BSC #PancakeSwap #cryptocurrency #DeFi #BinanceSmartChain #BTCUSDT",1
617,"Checking my crypto 'portfolio‘ this morning. Current increase:

$XLM 10,890%
$DOGE 2,064%
$BTC 1,300%
$AVAX 753%
$DEC 698%
$DOT 620%",1
618,"@SharksCoins 👑FEG will dominate all altcoin marketplace in the future.I think
$FEG 
@FEGtoken .@FEGtoken #FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #FEGTOKEN  #ListOnFEGex #BringingDeFiTogether
🤩♥️",1
619,"Fun Fact: @elonmusk invest $1,5 Billion in #Bitcoin 🎉 and on the other side of the ocean, the German #VW 🚙 spend every year $1,5 Billion on marketing and advertisement 😂 Guess who will win.. 😉🚀",1
620,"@FloraleeBennett buy crypto/bitcoin, that's where the real revolution is at, being your own sovereign bank will suck your mind, a decentralized money system that will be what Pepsi is to coke-cola when it comes to money and bank. think owning your own money rather of having banknotes. 😉✊",1
621,@pulte It’s my birthday I’ll get one bitcoin plz 😎,1
622,"@throughchrist17 I wish I would have get into Bitcoin back year ago when it was a few cent a coin! Now it's up in the $50k a coin!
DOGE is even young &amp; now all the way up to 34 cent a coin.
There are other site, but Crypto seem easy. Some site make you earn opportunity too.",1
623,"doing my good to get a breaking, but these people next to me will not stop talk about freakin #Bitcoin https://t.co/7R4oVEB0oK",1
624,"#Bitcoin rose 64% since the beginning of the year i have lifted a modest IRA  166% during the same period by trade well older fashioned equity &amp; index choice so, #blockchain  #GFY &amp; with greater liquidity my cash settles in a day.",1
625,Fun fact if you bought around $8000 worth of bitcoin the day this film came out you would have $1M https://t.co/eNvjgg2e0L,1
626,"@AirdropDet I believe this is a faithful project. The projector has a lot of attractions so hopefully the project will be good in the future and will be the good 🥳🥳
@ManojKu25039605
@BadalBl07
@MSaurabha
#Airdrops #Bitcoin #IDOLauncher #AirdropDet #BSC",1
627,"@JRNYcrypto @owenlikescrypto Well, bitcoin has pretty much moved from where it began bro...It's good one learns to navigate the cryptoverse efficiently 
You can follow my call https://t.co/hBZU7thN2M 
Let's all give magical guy",1
628,I will exchange feet pic for Bitcoin,1
629,"If you don't realize why #Bitcoin is a reason for social value and human freedom, get one hour to hear to this. https://t.co/LN9W3q4dKz",1
630,"@valeriyageorg I am right there with you. All all that fiat throw out on cancer stix is now go towards a gym membership. I need to live long enough to enjoy the major increase from #Bitcoin You’ve get this!!
#staystrong 👏🏽💪🏽",1
631,"The peer-to-peer digital currency bitcoin make its debut in 2009, ushering in a new era of cryptocurrency. While tax government, enforcement agency, and regulators worldwide are even debate good practice,The answer depends on the location and activity of the user.
#Bitcoin",1
632,@masterofcoinof @AYousefjani @marwansharaiha @BlockchainInv18 @agjSecond @MikeTyson “The existing Visa credit card network process about 15 million Internet purchase per day worldwide. Bitcoin can already scale much large than that with existing hardware for a fraction of the price. It never actually hit a scale ceiling.” – Satoshi Nakamoto (April 2009),1
633,Bought that $btc drop at just the right moment 🤑,1
634,"Four reason why 2021 could be the good year for #Bitcoin and Co.
1. bitcoin and co. enter the mainstream
2. de-fi integrating into the traditional financial system.
3. initial public offer of crypto company
4. bitcoin expert to become head of SEC
#crypto #startup https://t.co/zrR2sOuvaS",1
635,"Bitcoin hit all-time-high on the last day of the year! (+300% YTD). ""Another"" month for crypto globe with ton of signal. https://t.co/MZWbQ9QR7J",1
636,The good is #Bitcoin https://t.co/TwNAXD0mzP,1
637,Brought bitcoin in 2016 and completely forgot about is $50 turned into $2800 whew,1
638,"Want to meet Satoshi Nakamoto? A bronze statue honor the Bitcoin creator is now in Budapest: https://t.co/3c6GjGZFGj
@Fine_by_Jenny💰 #Crypto #Cryptocurrency #Investment #Trading #Bitcoin #Dogecoin #Ethereum #RussianGP #sundayvibes",1
639,"One in three people in the globe does not have a bank account. As a result, these people are except from world trade. @Cake &amp; @defichain will change that. Next level financial instruments. Soon to come are decentralized loan and share. Gamechanger for the World. #Bitcoin",1
640,"Notice how much “bad news” has been come out over the last week yet the #crypto marketplace is struggle to get down? That’s a sign of force in the macro pic. Short-term we can get sideways, but long-term we’re even probably consolidate. #bitcoin",1
641,"@SovrynBTC No banning of #Bitcoin ever work in any nation. You can’t banning bitcoin, full stop, bitcoin is a good money, a world currency, permission-less and unstoppable, full stop 😎",1
642,@cryptomanran Ran you are batmancryptoRan!  Robin and Batman!  We will get BTC too 100k. https://t.co/08tOvr8eLq,1
643,@Blockworks_ Is what BTC was make for. To protect the individual from autocratic regimes.  This is only one of many fight it will look in the war against personal financial sovereignty.  It’s force is undeniable. https://t.co/6iKZHlC0Ht,1
644,@RosieRios @BCBacker Actually xrp has no main intention except make ripple executives money. How does china's recent move bring anything house?  Xrp is trash no bank will ever use it and this make no sense. Meanwhile the lightning network and bitcoins proof of work is steady work and grow,1
645,@bitvillealpha @binance Who will purchase a picture of a jpeg for $100k?  The Cryptopunks were given out for free in 2017.  Bitcoins were give out for free in 2010.  Those that are the vision shall reap the reward.  The rest just see on the sideline and cry.,1
646,All these tweet about Elon dictating Bitcoin price say me y’all  aren’t  understanding bitcoins main intention  which is why it’ll always get up,1
647,Some cell shop in Beirut are already accept Bitcoins.,1
648,You guess you know what’s good for me?  You try to stay relevant. You try to be a chairman  with your bull hit thought.  Retire. You have no thought what the cross border payment will do for liquidity. . You guess that your beliefs are me? The globe is embrace change. BTC.,1
649,"PERSPECTIVE: One year ago today the cost of bitcoin was $8,800. After the recent horrible, terrible crash, the cost of $btc today is $37,700.
One year gain: 328%.Volatility is the cost you pay for life-changing increase.
This is Bitcoin. This is this
@Bitcoin_Crypto_Signals https://t.co/zU9BhMsN3h",1
650,"Ethereum alternative and layer-1 solution see steady increase in September - https://t.co/kvDdhxHmPv
#bitcoin #cryptocurrency #crypto #news https://t.co/YwuaI8v71j",1
651,I will exchange feet picture for Bitcoin,1
652,"Notice how much “bad news” has been come out over the last week yet the #crypto marketplace is struggle to get down? That’s a sign of force in the macro image. Short-term we can get sideways, but long-term we’re even probably consolidate. #bitcoin",1
653,"NFT news.

Messy NFT drop angers infosec pioneer with unauthorized portraits - The Verge 

 https://t.co/ORcGEL2ysG

#NFT #BTC #bitcoin #money",-1
654,"@mdudas Well said. 

My entire family is now SERIOUSLY curious. One is 94 and on the other end one is 20 (just bought #Bitcoin to teach). 

The big vision is what’s attract people. I don’t actually pitch family, they’re my “normie” case survey. 

And they’ve arrived.",-1
655,"$SOL SOL/USD(#CoinbasePro)
Buy Signal @ $196.68
RSI Indicator - Bottomed Below 30
Short Term Bear run
Ex Vol: 652,059
#PanicBuying

 #bitcoinnews #forexlife #Solana

Don't give a mistake, protect your stake. Get AVP! @ https://t.co/7ugd2ocvPX",-1
656,"@cartony9 @BCBacker Xrp is always doubtful, I don't count how many time btc etc ve passed through this fib level while we even could not surpass older ath",-1
657,"@FlokinuOfficial took people for a ride.
Burj Khalifa is not happen.
US advertising campaign that was ""delayed""  2-3 week? It's almost end of December.
You know what's also not happen? Valhalla metaverse game. 
#floki #shib #doge #SAFEMOON #cryptocurrency #eth #btc #FEG #saitama",-1
658,"SEC Rejects Kryptoin Spot Bitcoin ETF Proposal

The decision follows about five week after the authority rejected VanEck’s application for a place bitcoin ETF....

 https://t.co/RjnnKvCADK 

#Bitcoin #bitcoins #Crypto #cryptocurrencies #cryptotrading #CryptoNews #SEC #Krypto #ETFs https://t.co/RrtQR8iTbw",-1
659,"Top 5 #crypto price with 24h change:

#BTC #ETH #BNB #SOL #ADA 

🔴 $BTC $50692.43 (-0.16%)
🔴 $ETH $4037.48 (-0.82%)
🟢 $BNB $563.2 (2.92%)
🔴 $SOL $195.56 (-1.23%)
🟢 $ADA $1.515 (4.20%)

Do you #hodl any of these coin?",-1
660,@LayahHeilpern @udiWertheimer It's okay @udiWertheimer you have Sovryn to hold BTC now,-1
661,Reminds me on 14th May 2011 when all the Jocks were circling behind the barrier in the house straight at Scone watch Black Caviar win the BTC Cup at Doomben! https://t.co/7zmmQy3MUg,-1
662,"So the Christmas holiday have passed and no extreme change in the marketplace. Today we will be rebalancing our profit for ADA since there is a lot of hype around it, VET an extremely underestimated...
https://t.co/52tJiePcX7
#invest #bitcoins #bitcoinnews #bitcoinmining https://t.co/nTvaYCwYcp",-1
663,"They wonder how i keep the cat up. But ima get to bag just to crap on they ass, while I run back to the place they think they was living me at. #BTC",-1
664,"Politician and media institution gaslighting @jack should say you everything you want to know about their motives. Instead of shoot the messenger, let’s not pretend he can talk hyperinflation (their policy cause) into existence. #Bitcoin",-1
665,Why is it when I see “Bitcoin taproot” I feel like they’re go on a dying metal tour? #taproot #bitcoin https://t.co/VXeJoWp7KV,-1
666,Thanking about jump back in the 3D online place a in a big way. The current MetaVerse is actually not that far along and not that impressive. It could be so much more. #bitcoin    #coinbase #ethereum #shib #invest #retirement #Decentraland #MANA #SAND #sandbox #Metaverse,-1
667,What does your auto-correct “correct” to when you type xrp’?   Mine change it to ‘shit’.. fitting. #btc #eth,-1
668,"Believe whoever you need

SafePal Forecast ( SFP ) for next week, average cost  USD $ 4.00🚀 and Alchemy Pay; USD $ 0,12🚀

#BTC #Bitcoin #SafePal #SFP #AlchemyPay #ACH @AlchemyPay @iSafePal",-1
669,"@GaloyMoney @satoshienvzla They have a podcast host by @criptobastardo, that only this year had @saylor, @adam3us and even @nicolasburtey. Along with a only Bitcoin everyday news show called El Bit. 

ALL THIS WITH A 🇻🇪 INTERNET CONNECTION. Aka, you should make them this sats because they work reeeally hard",-1
670,"Moving off an inflationary policy is easy and close solution to reduce masses consumerism and all the negative effect it has.

#Bitcoins deflation disincentives consumption on a worldwide scale. 

Can you purchase chocolate with #BTC?
Do I really need to purchase a chocolate?

#DontLookUp https://t.co/LfCuhl7b7g",-1
671,"DE21 6009 0800 0008 8308 21
BIC:GENODEF 1502

No.
I don't need bitcoins.
For that I would have to undress and pose.
That is not my style.

This account will be delete
on January 31, 2022.
The bank too.",-1
672,"Did he say #skype ?? I’m sorry, who was use Skype in 2020? @YahooFinance #breakingnews #crypto #btc #ETH #ltc #zoom #pandemicstocks “You know what else is use ? CASHHHH!” https://t.co/DB29RkRGjf",-1
673,Time is run out on a dying way of life. #Bitcoin #Crypto #BTC,-1
674,"TIPS ON TWITTER

I’m gonna provide this as a Limited Edition exclusive to anyone tipping the next 48 hour. 

Tip quantity doesn’t matter.
Ill airdrop on @hicetnunc2000.

Please leave your tez and tipping btc wallet address in comment.

#NFTCommunity

rt &amp; tag=😎 https://t.co/5oPhGb37Yb",-1
675,"Does anyone have any thought how sorry I am that I did not know about $HEX when it could be claim with #Bitcoin? Oh man… but hey, the chance lives again with #PulseChain and #PulseX :)

#HEX $PLS $PLSX",-1
676,Don’t live in the woulda coulda yesterday with #Bitcoin Have a vision for your future today. Buy 1000.00 worth of #SHIB now and when it strike .01 you will have make over 146 thousand dollar #ShibainuCoin #DreamsVisionsProphecy https://t.co/NAY7Ga4Faa,-1
677,"How to stop Bitcoin from wreck Altcoins  (Don't let the #bitcoinnews crash the #altcoins , #dogecoins , #solana #sandbox , #Polycon, #terra ,#Crypto.com, #burger #Avalance.. https://t.co/K9VXroLa2x via @YouTube",-1
678,"Not a fan of Fancy, but i'm definitely geting a @Tesla next year, all this Cloud Currency has get to be spend one way or another
#Bitcoin #CloudComputing #Mining https://t.co/JcD6SYGfgR",-1
679,How many sins does it make to get in to devil's well book? #cryptocurrency #BTC #lostsouls,-1
680,@MasonVersluis Orchestrated whale dump to manipulate the reality that people will hold BTC… retailers didn’t dump crap and you can see with the quick rebound,-1
681,"@MaraCatbird8 @kevincollier @anblanx An Alien Domination, they find how human race could be attack, then they just realize a test. They are planing new attack but for now they're try to gamble with @elonmusk about Mars, if we lived the planet, get to Mars, it will be allow to use Social Media and $BTC 😂🙋🏻‍♂️👽",-1
682,"An unknown whale has transferred a large amount of EOS token to Binance. The entire transaction value was estimate to be $13,450,703 USD by Whale Alert, a blockchain monitoring and research organization. #crypto #cryptocurrencies #Bitcoin #altcoins #CryptoNews  #Giveaway #NFTs https://t.co/SCrPV68QiG",-1
683,just once I'd like to see the deep greedy pocket sell off #Bitcoin get outplayed and be forced to purchase up higher.  #BTC #shortsqueeze,-1
684,$BTC look like I’m not the only one take a dump right now. Lawd have mercy kid! $AMP.X ▶ #RecvProfit,-1
685,"@norges14 @ric23 @OsloFF Vale, vale. 👍

(De todas formas me toca el spam: #Bitcoin fix that)",-1
686,"12 year back, satoshi came up with Bitcoin blockchain, since then everyone is call it scam and total crypto marketplace ATH was 2.9 Trillion USD!! #BTC #SatoshiNakamoto #cryptocurrency",-1
687,"@q_12111 @BitcoinMagazine 10% not worth it? Tf? Do you see the return on saving account 😅 

Plus you can put your Bitcoin in an account and earn interest on it while it does it’s thing.",-1
688,"First Mover Asia: Bitcoin Continues Its Low-Volume Rally Before Tapering Off #Asia #Bitcoin #continue #LowVolume #Mover #rally #Tapering
https://t.co/ccBpcwtYvX",-1
689,Another long hard day at work to purchase Bitcoin https://t.co/DQLFJPRi8v,-1
690,"2/2📈 CBBI: 52

📈 $BTC cost: $51,471

〰️️ Bitcoin Trolololo Trend Line: 57%
📈 MVRV Z-Score: 55%
📈 Reserve Risk: 27%
📈 Woobull: 48% 🆕
📈 HalvingToPeak: 88% 🆕
📉 ""Bitcoin"" Google search term: 26%
#Crypto #cryptocurrency #BTCUSDT #BTC",-1
691,"Spent volume years band (SVAB) is show that older coin not sell and that more young coin get exchange for dirty fiat, because they have no conviction #bitcoin https://t.co/tMZUhAx0gh",-1
692,"While #Bitcoin and #Crypto play the manipulation game, don’t forget to make time for yourself. Specially this vacation season. https://t.co/sgxNQdT64b",-1
693,"That Bitcoin drop was mad, Scotiabank get me ill right now bro. Smft 🤬😤",-1
694,once i see you post a auto you bought with your second bitcoin investing... *blockeded*,-1
695,"“If you don't think it or don't get it, I don't have the time to try to convince you, sorry” Satoshi Nakamoto
#Bitcoin",-1
696,I would instead have a mug of hot stock. Bitcoin is so volatile! #CashAppWYR https://t.co/rvnt9lcKo5 https://t.co/jQ1x9Cd0Q0,-1
697,"#BTC #Bitcoin $BTC #BTCUSDT #crypto
What if the Euro crash?
The same kind of spec as Bitcoin, but faster.
https://t.co/s3g2ExENpY
https://t.co/rbUeQzsqTr",-1
698,@socelbot Only invest what you can afford. This count for NFT‘s as well as for Bitcoin. Also whale will continue to manipulate the cryptomarket… and don‘t care about individual - also lots of people will lose their #btc invest as there will be massive correction.,-1
699,"If you’re itching to stick a $BTC futures ETF in your retirement account…

🛑 STOP 🛑 and read this excellent thread about a little concept called contango.

It’s a quirk of some futures-holding ETFs, and it could drastically eat into your return over time. https://t.co/huVDIVgy8O",-1
700,@bsv_is_bitcoin No it not dead even a material kinda like a iron nail,-1
701,"Twitter account of Biden, Musk and other prominent figure obviously hack in bitcoin scam https://t.co/9D336WpbHv #Malta #Taxi #Chauffeur",-1
702,"@mrmarcoribeiro Ez m8, Joe is 64 which means he's from Italy, and his girlfriend who doesn't has a name, means she's from the FBI. Aka Joe's mom name Karen and her husband Satoshi Nakamoto together owns Bitcoin. Even when Satoshi Nakamoto isn't a human. Joe's girlfriend died and stole 6423 btc",-1
703,"@rigginsthedoggo @Frances_Coppola @Tucson_Bitcoin @FossGregfoss I just feel like there is a well chance we will even be pay a mortgage and tax in dollar in 14 year.    (Obviously this except Fractured Cassandra unless she move to the US, She is invited btw).",-1
704,#OakIslandCursers if they get a Bitcoin with a Masonic or Templar symbol I will stop watching. Warning!!,-1
705,"@pacolypps Bitcoin - USD (^BTCUSD)
50,825.19 -157.32 (-0.31%) 17:51 CT [CRYPTO]
get bad second by second
MONEY TURNED INTO ASHES https://t.co/tHPFK5VzJj",-1
706,Sold my miniscule  .00525 of #Bitcoin $BTC for $Atri also known as the Atari token no point in chase Bitcoin when #solano and #Atri are the far superior product,-1
707,"Want a proxy for how quick #web3 will get safe from crypto fraud and stealing?

Here’s a key one for 2022:

@graphprotocol 

#Bitcoin #Ethereum #Altcoins #DeFi #NFT #Blockchain https://t.co/FiDcsmfeUj",-1
708,#Bitcoin go down a bit. #doge #dogecoin,-1
709,$BTC $TSLA i say y’a big mike burry short now eat is shit 😆😆😆😆😆 never never loooosing 🤑🤑🤑 ️ https://t.co/TNrY3DTItF,-1
710,"@Eira_barbara_ Del mismo artículo y q si comparto aquí: ""On a bigger scale, the compusir network that collectively give up the bitcoin and ethereum blockchains are estimasid to use as much electricity as Argentina and Ecuador, respectively, each year."" 😵
https://t.co/fBfJr8SiQL",-1
711,"1/ GM CT, $BTC has rejected off the everyday upper BB. 

D1: After rejection from upper BB, if supporting of everyday low does not hold, then likely to head towards mid-BB at 48800 - 49000 area. #trading #Bitcoin https://t.co/8PicKfy6Ls",-1
712,To all the haters which I try to warn. Y‘all even see no short term correction of $qrdo??? Don‘t ever disrespect my TA like that again. Only major move up from here is either with $btc recovering or major announcement. We will hit 60-100 in the future tho! https://t.co/PKoxAr0wiL,-1
713,"Bitcoin is done man, it wasn’t create for what these Wallstreet and Billionaires are doin to it",-1
714,"CPLAY governance Token deploy on the most popular Binance smart chain (BEP20) to guarantee low fee and fast transaction facility for the community.#CPLAY, #IDO, #CryptoPlayStore, #Bitcoin, #BinanceSmartChain, #Cryptocurrency",-1
715,"@BryceWeiner claim to be Satoshi Nakamoto claim to be wolong 
claim to be UNO whale 
claim to be Fincen project director 
claim to be Antifa 

Always claim to be what you aren’t  😂",-1
716,I use to irrationally fear that one day I'd accidentally switch to bitcoin and pay 1btc when I meant to pay $1 and lose my auto...except I've never owned bitcoin,-1
717,"$BTC if I ever came across somebody in real life brag about how they are shorting bitcoin, I would take them in the look with a shotgun ✨ #RecvProfit",-1
718,"@SpencerKSchiff @JasonPLowery To solve this dilemma you may have to guess big: imagine we are on a Bitcoin standard, the only money is Bitcoin.

Then you have no choice but pay the TX fee to BTC miner if you need to give a transaction, you cannot opt-out as there is nothing to opt-in.",-1
719,"@cryptotraveler He make some well point, but I often feel he oversimplifies and tries too hard to fit a bitcoin to military analogy that isn’t there. It read more an orange pill intended for a military audience. Which it likely is, as his intent is to become head of a US Hash Force",-1
720,Thanking about jump back in the 3D online place a in a big way. The current MetaVerse is actually not that far along and not that impressive. It could be so much more. #bitcoin    #coinbase #ethereum #shib #invest #retirement #Decentraland #MANA #SAND #sandbox #Metaverse,-1
721,"It's happen again and again. Stupid money is not shifting marketplace share from #ETH to #BTC

Therefore #Ethereum has to be dump the hard way through a BTC pullback

There won't be a BTC rally unless ETH bleeds in sat value

Can't have both

#btcusd #ethusd #crypto #cryptonews https://t.co/OESiQcS2CW",-1
722,"“The Bitcoin network might really reduce spam by diverting zombie farm to generate bitcoins instead.” - Satoshi Nakamoto

–@APompliano",-1
723,"#BTC  Can reach 54000 but if it cannot break the resistance , trend might change and getnna get down to 36000 . 
Just a possibility
 #BTCUSDT https://t.co/Eo1JconvZb",-1
724,"$BTC bear try way too hard, we must be well. ️ #RecvProfit",-1
725,#Bitcoin bearish divergence as discussed on the stream play out. https://t.co/y1ryIGh7Ll,-1
726,"The $BTC cost is at $50,782.34 right now.
🔴 Compared to the last tweet, the cost has fell by $60.02 (0.12%).
🔴 In the last 24 hour the cost has fell by $17.66 (0.03%).

#Bitcoin #BTC https://t.co/0eOdXCaEF6",-1
727,"Sentiment has change from terrible to “thing will pump once Jan 1st hit” 

Very confusing time in the market tbh. 

Have take enough earnings to not be check cost every 10 sec but do not see retail get bailed out by institution just because of new year 

$btc $eth",-1
728,@JaymesWestfall Lost me at pay in bitcoin,-1
729,"@Bitcoin then those get ensure as well bitcoin should never see another day under 50,000 due to satoshi nakamoto guarantee to payout at 50 te the bank can stabilize the tetuation and integrate bitcoin see at the white paper stop the ignorance it’s been solve ty",-1
730,Bitcoin was only fun when we just use it to purchase drug off the dark web.,-1
731,"Bears log in it seem :D haha

$BTC $ETH",-1
732,"@rwang0 We're doing exactly all of the right thing to give this happen.  However, #Bitcoin wasn't available during Jimmy Carter and it could trigger a catastrophic dynamic when the ruling course can't tax and spend without limit.  My parents had a 21% mortgage rate.",-1
733,"@TheCryptoLark What a clown. 🤡

There are plenty of asset on the marketplace that can easy 20x in 2022, let alone by 2030. 

Maxi’s want to begin realize the ROI on $BTC at these price is inferior to pretty much everything else out there.",-1
734,"Bitcoin mining is such a pointless waste of our resources.
It's funny how some try to show bitcoin as standing against the institution but in reality all it is, is individual greed and and fuck everyone else. 

https://t.co/bxu1XqotsO",-1
735,"No LH at that level but I guess it is inevitable that $BTC head right back to $48K (maybe bottoming at about $47.4K).  $6B put to expire on 2021-12-31 https://t.co/YL2L5YKiQM

#BTCUSD #cryptotrading https://t.co/qf61st48hv https://t.co/T7zCeyuyWq",-1
736,"#Bitcoin dominance is fall below 40 and #ETHBTC is lose 0.08 supporting. 

so #btc is being sell into what? #USD?",-1
737,Btc make similar bull trap..16th June - #BTCUSDT TradingView https://t.co/jasUACaUg8,-1
738,of course Tom Brady's yoga mat mind would love a dumbass bitcoin app enough to gleefully endorse it,-1
739,"@ericyakes You may not like it but, the war will be won with meme. #Bitcoin",-1
740,"I guess I’ve hitting my DM crapting limit. No, I don’t need bitcoin, no I don’t need to make you money. The recent, and by far my favourite hunk of crapting—NO I’m not go to TIP you for existing I’ll make yours to my waitress. Fuuuuuuck. I’m go to be a blocking ninja, try me.",-1
741,"@KA281183 @Cliffyboy13 @symmoann @10DowningStreet I am a plant molecular biologist, admittedly not a human molecular biologist so sorry I’m not take any advice from a Bitcoin specialist about vaccine. Have a lovely evening and remember wear your mask if you get on public transfer!!!!",-1
742,"Even though Google has disrupt the operation of a massive botnet, the real issue is 'how to keep it down': the criminal enterprises may have find a 'perfect way to give itself impervious to disruption by leverage the tamper-proof infrastructure of the Bitcoin #blockchain' https://t.co/ghen3BwHIw",-1
743,@JesseOlson @MASTERBTCLTC @jclcapital @TechDev_52 @AltcoinDailyio @BTC_Archive I didn’t like Ethereum because there’s no cap. Eventually supply has to surpass demand. And Bitcoin already had its moment.  Litecoin looked like the better choice at the time. But a year into is there’s been no real cost action.,-1
744,"@davenewworld_2 Judging by answer I've see and fast profile check:
The Venn diagram of conspiracy theorists claim this is an FBI psyop, anti-vax/covid deniers, and bitcoin bros, is a single circle.",-1
745,@davidgokhshtein 1 $BTC. there is no alternate,-1
746,@ElrondUs @Solar_Fish @elonmusk @WholeMarsBlog @staratlas @PippiWestwood @Maiarpunks @ElrondLionsClub @cessmestreet @ElrondWarriors @ElrondWorld @CryptoRingsNFT @humansdotai @Gnogen @austinbarnard45 @Kristennetten @flcnhvy @binance @krakenfx @verasitytech @beeple @Bitcoin @cryptocom @ElrondNetwork Yes 👏 I’m mad 😝 about it,-1
747,@iamaurtrell I’m so sorry to listen that. Did they steal your account and are pretend to be you on it? I listen that’s a new tactic scammer are use to scam your followers. How did they do that? I’m truly curious so I’ll be aware reason I was scammed b4 2 but 4 Bitcoin,-1
748,I wouldn’t wanna get pay in bitcoin reason if dat mf crash they don’t owe u nun.,-1
749,"@gator_bitcoin Ohhh Tits = car followed
😉",-1
750,This is mad. You can now send #Bitcoin to people on Twitter straight from their profile 🤯 Imagine say that back in 2011 (when I join Twitter). Click the money symbol on my profile's page under the banner pic to see what it look like! #tip #LightningNetwork #BTC $BTC,-1
751,"Bitcoin has change my life. I first get invest a few year ago and I start tell my husband about it, soon after my husband told me he want to get a divorce. I told my kid about Bitcoin followed by the divorce and my kid said they want their father to have custody.",-1
752,"@Secret_Swervice @M_G_King @ShibInform I'm sure a Bat man or his tiny sidekick Bird protect us from Whales, Sharks, Dolphins or even Penguins isn't possible like bitcoin reach $400k in the next xv hour. . 😂",-1
753,"Banks and insurance company are the dark side of society, and a grow part of the population is aware of this in time. The picture #Crypto is a simple example of bankers and investing company disposing of their client' deposit and secretly buy #Bitcoin https://t.co/A8fgzdrq74",-1
754,"@CynthiaMLummis @TuckerCarlson happy @saylor spend some time with him, was great interview - now want @joerogan to do the same… also want media to stop describe #Bitcoin as a 3D golden coin😂",-1
755,Did my first bitcoin transaction today. It’s suppose to be instant. But did not expect what I am see now. Took more than 10 min and no warning to stay on page  #Bitcoin #UnstoppableDomains,-1
756,"WARNING #WINkLink may reach super high level next months !

2 week Binance #BTC holetime chart vs old I could get Daily #WINkLink

According LOG Fib, first chart tell us that bitcoin might reach around 200k$ at the end of current bullrun, and #WINkLink may get to 0.058$ !! https://t.co/0xkhhKTifS",-1
757,"Satoshi Nakamoto bring #Bitcoin and #Blockchain into the globe, but refused to make credit. His/her/their true identity is even unknown to this day 👇🏻

https://t.co/vlVpnWyOfp",-1
758,$BTC $AMC where is the next short squeezing I get some dollar to drop on à stock 🤑🤑🤑🤑 $GME 👍 #RecvProfit,-1
